household_id,country,region_camp,family_size,members,head_age,head_gender,vulnerability_type,needs_category
MYA-0062046,Myanmar,Rakhine IDP Camps,8,"[{""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 29, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 38, ""gender"": ""M"", ""vulnerable_flag"": false}]",58,M,disabled,"shelter,livelihood"
MYA-0070607,Myanmar,Rakhine IDP Camps,4,"[{""age"": 27, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 38, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 27, ""gender"": ""M"", ""vulnerable_flag"": false}]",38,F,pregnant_lactating,"livelihood,medical,education,shelter"
MYA-0093568,Myanmar,Shan Region,4,"[{""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 56, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""F"", ""vulnerable_flag"": false}]",56,M,malnutrition,wash
BAN-0024102,Bangladesh,Nayapara,1,"[{""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": false}]",6,M,,"education,medical"
MYA-0083130,Myanmar,Rakhine IDP Camps,7,"[{""age"": 54, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 77, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 87, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 1, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}]",87,M,chronic_illness,"education,food,protection"
MYA-0102927,Myanmar,Shan Region,5,"[{""age"": 32, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 36, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 38, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": true}]",38,M,malnutrition,"wash,medical"
MYA-0092679,Myanmar,Rakhine IDP Camps,5,"[{""age"": 35, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 33, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 27, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""F"", ""vulnerable_flag"": false}]",58,M,single_parent,"wash,protection,medical,shelter"
MYA-0051759,Myanmar,Shan Region,6,"[{""age"": 49, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 27, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 16, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 26, ""gender"": ""F"", ""vulnerable_flag"": false}]",49,F,chronic_illness,"food,shelter"
MYA-0103774,Myanmar,Rakhine IDP Camps,7,"[{""age"": 29, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 35, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 38, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": false}]",54,M,gbv_survivor,food
MYA-0074027,Myanmar,Shan Region,5,"[{""age"": 42, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 22, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 74, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 23, ""gender"": ""M"", ""vulnerable_flag"": false}]",74,F,,"shelter,food"
MYA-0074447,Myanmar,Shan Region,3,"[{""age"": 18, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": true}]",18,M,malnutrition,"protection,education,livelihood"
BAN-0005765,Bangladesh,Camp 26,5,"[{""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 57, ""gender"": ""M"", ""vulnerable_flag"": false}]",57,M,,medical
MYA-0078139,Myanmar,Shan Region,3,"[{""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 51, ""gender"": ""F"", ""vulnerable_flag"": false}]",51,F,,"protection,shelter,food,medical"
MYA-0045991,Myanmar,Shan Region,4,"[{""age"": 43, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""M"", ""vulnerable_flag"": false}]",58,M,,"wash,protection"
MYA-0074204,Myanmar,Rakhine IDP Camps,4,"[{""age"": 4, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 16, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 27, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""F"", ""vulnerable_flag"": false}]",33,F,,"protection,wash,medical,food"
BAN-0003453,Bangladesh,Kutupalong,4,"[{""age"": 2, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 57, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 16, ""gender"": ""F"", ""vulnerable_flag"": false}]",57,M,,"shelter,protection,food"
BAN-0003964,Bangladesh,Nayapara,2,"[{""age"": 4, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 27, ""gender"": ""F"", ""vulnerable_flag"": false}]",27,F,malnutrition,"livelihood,wash"
MYA-0098202,Myanmar,Rakhine IDP Camps,1,"[{""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": false}]",1,M,,protection
IND-0034061,Indonesia,Medan,3,"[{""age"": 33, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}]",50,M,,"livelihood,shelter,food"
BAN-0016788,Bangladesh,Camp 24,4,"[{""age"": 17, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 51, ""gender"": ""M"", ""vulnerable_flag"": true}]",51,M,single_parent,"food,shelter"
MYA-0059809,Myanmar,Sagaing,5,"[{""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 35, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 59, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 86, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 22, ""gender"": ""F"", ""vulnerable_flag"": false}]",86,F,,"protection,medical,wash,education"
MYA-0038049,Myanmar,Sagaing,4,"[{""age"": 27, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 32, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 35, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": true}]",35,M,child_labor_risk,"medical,food"
MYA-0038114,Myanmar,Sagaing,4,"[{""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 24, ""gender"": ""M"", ""vulnerable_flag"": false}]",24,M,,education
MYA-0077572,Myanmar,Sagaing,4,"[{""age"": 17, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 33, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 24, ""gender"": ""M"", ""vulnerable_flag"": false}]",33,M,child_labor_risk,wash
BAN-0012167,Bangladesh,Camp 24,4,"[{""age"": 17, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 25, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 31, ""gender"": ""M"", ""vulnerable_flag"": false}]",31,M,,"education,protection,wash"
MYA-0040156,Myanmar,Sagaing,8,"[{""age"": 23, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 59, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 23, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 22, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 21, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""F"", ""vulnerable_flag"": false}]",59,F,chronic_illness,shelter
BAN-0000997,Bangladesh,Camp 24,5,"[{""age"": 59, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 51, ""gender"": ""M"", ""vulnerable_flag"": false}]",59,F,malnutrition,"medical,food,wash,livelihood"
MYA-0108090,Myanmar,Kachin Shelters,5,"[{""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 48, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 32, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}]",48,F,chronic_illness,"education,medical,food,protection"
MYA-0034951,Myanmar,Sagaing,4,"[{""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""F"", ""vulnerable_flag"": false}]",30,M,,"livelihood,shelter,medical"
MAL-0025838,Malaysia,Klang Valley,6,"[{""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 57, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 53, ""gender"": ""M"", ""vulnerable_flag"": false}]",57,F,unaccompanied_minor,"education,livelihood"
THA-0031526,Thailand,Mae Ra Ma Luang,3,"[{""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 16, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""M"", ""vulnerable_flag"": false}]",45,M,,"medical,education,shelter,wash"
MYA-0088908,Myanmar,Rakhine IDP Camps,5,"[{""age"": 37, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 22, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 46, ""gender"": ""M"", ""vulnerable_flag"": false}]",54,M,,"protection,food"
MYA-0060835,Myanmar,Shan Region,4,"[{""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 27, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 22, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": true}]",27,M,child_labor_risk,"food,medical,wash,protection"
MYA-0083217,Myanmar,Rakhine IDP Camps,5,"[{""age"": 46, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 41, ""gender"": ""F"", ""vulnerable_flag"": true}]",46,M,unaccompanied_minor,shelter
MYA-0065875,Myanmar,Rakhine IDP Camps,5,"[{""age"": 16, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 47, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 20, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 47, ""gender"": ""M"", ""vulnerable_flag"": false}]",47,F,child_labor_risk,"medical,food,shelter"
BAN-0002495,Bangladesh,Camp 24,5,"[{""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 19, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 43, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 70, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""M"", ""vulnerable_flag"": false}]",70,M,child_labor_risk,"protection,medical,wash"
MYA-0037222,Myanmar,Shan Region,5,"[{""age"": 38, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 42, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 34, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": true}]",42,M,disabled,livelihood
MYA-0046299,Myanmar,Sagaing,3,"[{""age"": 14, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 25, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""M"", ""vulnerable_flag"": false}]",25,M,child_labor_risk,"education,protection,wash"
MYA-0035762,Myanmar,Rakhine IDP Camps,5,"[{""age"": 2, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 84, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 65, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": true}]",84,F,unaccompanied_minor,"protection,medical"
MYA-0108716,Myanmar,Shan Region,5,"[{""age"": 19, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 19, ""gender"": ""M"", ""vulnerable_flag"": false}]",58,F,,livelihood
BAN-0001466,Bangladesh,Kutupalong,5,"[{""age"": 41, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 42, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 87, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}]",87,F,chronic_illness,"shelter,food,protection,livelihood"
MYA-0075567,Myanmar,Shan Region,6,"[{""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 16, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 68, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 25, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 43, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 24, ""gender"": ""M"", ""vulnerable_flag"": false}]",68,F,single_parent,"food,medical,wash,livelihood"
MYA-0086631,Myanmar,Kachin Shelters,5,"[{""age"": 45, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 24, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 41, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""M"", ""vulnerable_flag"": false}]",45,F,,"wash,education,shelter,medical"
MYA-0054447,Myanmar,Shan Region,3,"[{""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""M"", ""vulnerable_flag"": false}]",17,M,,"shelter,livelihood,wash"
IND-0033814,India,Jammu,1,"[{""age"": 18, ""gender"": ""F"", ""vulnerable_flag"": true}]",18,F,disabled,education
BAN-0010575,Bangladesh,Camp 24,7,"[{""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 90, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 36, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": false}]",90,M,,food
MYA-0108214,Myanmar,Shan Region,6,"[{""age"": 3, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 24, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 9, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""F"", ""vulnerable_flag"": false}]",34,F,malnutrition,"wash,shelter,food"
MYA-0080449,Myanmar,Shan Region,7,"[{""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 59, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 27, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 31, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""F"", ""vulnerable_flag"": true}]",59,M,child_labor_risk,wash
MYA-0074959,Myanmar,Shan Region,2,"[{""age"": 26, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""F"", ""vulnerable_flag"": true}]",56,F,gbv_survivor,"food,wash,medical"
MYA-0042068,Myanmar,Kachin Shelters,3,"[{""age"": 35, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 40, ""gender"": ""F"", ""vulnerable_flag"": false}]",40,F,,"shelter,food,education"
MYA-0109882,Myanmar,Rakhine IDP Camps,4,"[{""age"": 23, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 88, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 39, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": false}]",88,M,disabled,"wash,shelter,protection,livelihood"
BAN-0001520,Bangladesh,Camp 26,5,"[{""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 26, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 75, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 8, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 47, ""gender"": ""F"", ""vulnerable_flag"": false}]",75,M,disabled,"education,food,livelihood,protection"
MYA-0107639,Myanmar,Sagaing,4,"[{""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 71, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": false}]",71,M,child_labor_risk,livelihood
MYA-0081878,Myanmar,Kachin Shelters,4,"[{""age"": 31, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 35, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 29, ""gender"": ""F"", ""vulnerable_flag"": false}]",35,M,,"education,wash"
BAN-0000278,Bangladesh,Camp 26,4,"[{""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 37, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 77, ""gender"": ""M"", ""vulnerable_flag"": false}]",77,M,,food
BAN-0019224,Bangladesh,Kutupalong,7,"[{""age"": 29, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 39, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 31, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": false}]",39,M,,"protection,medical,livelihood,wash"
BAN-0012539,Bangladesh,Nayapara,2,"[{""age"": 16, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 46, ""gender"": ""F"", ""vulnerable_flag"": false}]",46,F,,protection
MYA-0075842,Myanmar,Rakhine IDP Camps,2,"[{""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": false}]",50,M,single_parent,protection
MYA-0045716,Myanmar,Kachin Shelters,3,"[{""age"": 32, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}]",32,M,malnutrition,medical
MYA-0042153,Myanmar,Sagaing,8,"[{""age"": 17, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 72, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 19, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 55, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 60, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 37, ""gender"": ""M"", ""vulnerable_flag"": false}]",72,F,unaccompanied_minor,food
